State,State_Code,Hospitalization_Type,Expected_Payer,Y2003_Q1,Y2003_Q2,Y2003_Q3,Y2003_Q4,Y2004_Q1,Y2004_Q2,Y2004_Q3,Y2004_Q4,Y2005_Q1,Y2005_Q2,Y2005_Q3,Y2005_Q4,Y2006_Q1,Y2006_Q2,Y2006_Q3,Y2006_Q4,Y2007_Q1,Y2007_Q2,Y2007_Q3,Y2007_Q4,Y2008_Q1,Y2008_Q2,Y2008_Q3,Y2008_Q4,Y2009_Q1,Y2009_Q2,Y2009_Q3,Y2009_Q4,Y2010_Q1,Y2010_Q2,Y2010_Q3,Y2010_Q4,Y2011_Q1,Y2011_Q2,Y2011_Q3,Y2011_Q4,Y2012_Q1,Y2012_Q2,Y2012_Q3,Y2012_Q4,Y2013_Q1,Y2013_Q2,Y2013_Q3,Y2013_Q4,Y2014_Q1,Y2014_Q2,Y2014_Q3,Y2014_Q4
California,CA,All Adult Hospitalizations,Private,215300,222500,225550,216950,213450,217350,223450,216550,214150,219700,223700,216600,210550,218100,223450,218050,214400,217950,222100,216650,217500,221100,225600,220000,208800,214350,214850,205750,199550,203600,206300,202350,192650,197350,199600,194550,187950,187700,190400,186500,172200,175100,178100,173550,166850,171700,,
California,CA,All Adult Hospitalizations,Uninsured,38950,40100,42550,42500,41000,42900,44800,44100,42300,43700,45550,44450,41700,43350,44000,44150,42550,44900,46400,45400,45150,46000,47500,46750,43300,45100,46850,47400,47250,49650,51400,50400,48500,50800,53450,52500,51850,53600,55000,53950,51650,52400,54850,54450,26250,20500,,
California,CA,Injury,Medicaid,3750,4000,4400,3950,3850,4100,4250,3900,3650,3850,4100,3750,3550,3800,4000,3650,3700,3900,4200,3850,3750,3950,4200,3900,3750,3950,4200,3900,3850,4250,4450,4150,3750,4200,4400,3950,3800,4250,4400,4100,3800,4200,4500,3900,6800,8100,,
California,CA,Injury,Medicare,13550,13450,13200,14350,14000,13400,13100,14250,13950,13800,13550,14350,13850,13450,13750,14550,14300,13950,13750,14650,15250,14300,13900,15300,14900,14550,14400,15550,15450,14900,15150,15900,15750,15300,14950,16000,15850,14800,14800,15800,15550,14800,14650,15700,14750,14750,,
California,CA,Injury,Private,8650,9050,9650,8700,8500,8900,9400,8400,8250,8850,9150,8450,8150,8800,9150,8500,8400,8850,9050,8400,8400,8900,9000,8400,7850,8550,8550,7550,7350,7850,8200,7250,7050,7550,8000,7350,6950,7500,7700,6950,6650,6950,7200,6250,6050,6550,,
California,CA,Injury,Uninsured,5600,6150,6700,6100,5850,6600,6700,6200,5600,6150,6900,6400,5550,6200,6400,6100,5450,6300,6650,6150,5550,6100,6300,5900,5250,5850,6250,5600,5350,6050,6200,5700,4950,5650,6150,5600,5200,6000,6550,5700,5050,5500,5950,5250,2350,1900,,
California,CA,Maternal,Medicaid,57100,57000,63350,61000,57300,57050,64850,64250,61150,60450,67850,64750,61000,61350,69300,68050,61850,62050,70700,67300,64850,63300,69000,65050,60500,60200,66850,63300,60750,59900,66650,64550,60600,59900,63600,60950,56450,56050,63300,61000,55100,54200,61200,59100,54600,54300,,
California,CA,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA,Maternal,Private,68550,71700,73950,69000,66900,69100,72250,68300,66750,69750,73950,68950,66350,70200,74650,70400,67100,69450,74250,69850,67700,68850,72150,67100,63900,65300,67250,61800,59450,61300,64250,62250,58300,61550,64350,60450,57800,59150,63900,60650,55300,55950,60600,57600,55000,57450,,
California,CA,Maternal,Uninsured,2800,2850,3300,3400,3050,3200,3450,3750,3500,3350,3600,3700,3450,3400,3450,3650,3400,3500,3900,3950,3350,3200,3350,3350,2900,2600,2700,2950,2700,2600,2850,2950,2700,2700,3050,3350,3250,3350,4000,4200,4300,4050,4550,4900,5200,5250,,
California,CA,Medical Cond-Asthma,Medicaid,1600,1350,1050,1750,1350,1050,1000,1350,1500,1200,1000,1450,1350,1150,1050,1150,1300,1100,850,1200,1650,1150,1050,1250,1450,1200,1150,1600,1650,1200,1100,1350,1500,1250,950,1350,1450,1100,1000,1300,1550,1000,900,1200,1850,1350,,
California,CA,Medical Cond-Asthma,Medicare,1950,1450,1200,2050,2250,1450,1300,1550,2450,1850,1300,2050,2400,1600,1150,1550,2250,1600,1100,1650,3000,1900,1350,1650,2650,2000,1350,1750,2750,1850,1400,1850,2550,1950,1350,1650,2550,1600,1300,1550,2900,1500,1200,1550,2200,1450,,
California,CA,Medical Cond-Asthma,Private,1700,1200,950,1700,1450,950,750,1150,1550,1150,850,1450,1250,1050,800,1050,1350,900,700,1100,1700,1000,750,1050,1350,1100,900,1250,1300,950,800,1000,1250,900,650,900,1200,750,650,850,1000,650,500,700,950,550,,
California,CA,Medical Cond-Asthma,Uninsured,750,550,450,700,550,450,400,600,700,550,400,700,600,550,400,550,600,450,400,600,750,550,400,650,700,550,500,800,750,600,450,700,750,600,450,750,700,600,500,650,700,500,450,600,250,100,,
California,CA,Medical Cond-CHF,Medicaid,2000,2000,1900,2000,2200,1900,1950,2100,2350,2350,2050,2200,2450,2200,1850,2100,2250,2100,1800,2050,2300,2100,1900,2000,2150,2000,1950,2050,2300,2200,2000,2000,2250,2200,2000,2100,2250,2050,1950,2100,2300,2150,2050,2250,3450,3100,,
California,CA,Medical Cond-CHF,Medicare,15700,14150,12100,14300,15650,13300,12200,14100,15550,13950,11850,14250,15850,13800,11350,13350,15250,13100,10600,12400,14800,12300,10400,12300,13900,12200,9950,12100,14150,12600,10850,12000,14100,12400,10000,11750,13300,11000,9550,11250,13600,10800,9550,11300,12400,10700,,
California,CA,Medical Cond-CHF,Private,1700,1600,1400,1450,1650,1450,1350,1600,1650,1600,1450,1550,1750,1500,1350,1600,1700,1450,1250,1450,1550,1400,1250,1400,1550,1350,1250,1300,1350,1300,1150,1250,1350,1200,1100,1200,1250,1150,1000,1150,1300,1100,1000,1150,1200,1200,,
California,CA,Medical Cond-CHF,Uninsured,700,700,650,750,900,750,750,950,950,950,800,1000,950,900,800,1000,1100,950,700,950,1000,850,750,800,900,850,750,850,1000,1000,900,950,1050,1000,900,1000,1000,1000,850,950,1150,1050,1000,1150,450,300,,
California,CA,Medical Cond-Diabetes,Medicaid,2150,2100,2300,2150,2100,2150,2250,2200,2200,2100,2250,2250,2200,2200,2300,2200,2300,2200,2300,2250,2350,2400,2450,2350,2350,2400,2650,2550,2650,2650,2750,2800,2750,2750,2800,2800,2650,2850,2950,2850,2900,2950,3150,3050,4300,4550,,
California,CA,Medical Cond-Diabetes,Medicare,3300,3400,3400,3150,3450,3400,3350,3300,3550,3450,3350,3250,3500,3500,3300,3250,3500,3400,3200,3250,3750,3400,3250,3300,3450,3300,3250,3050,3450,3300,3200,3350,3550,3350,3300,3150,3400,3200,3000,3050,3400,3100,3000,2800,3050,2900,,
California,CA,Medical Cond-Diabetes,Private,2000,2050,2100,2100,2000,2000,2100,2050,2050,2050,2050,2100,2150,2050,2150,2200,2200,2150,2100,2250,2300,2300,2400,2350,2250,2150,2200,2150,2200,2000,2150,2200,2150,2100,2100,2150,2050,1950,2050,2150,2000,1900,2100,2000,2000,1950,,
California,CA,Medical Cond-Diabetes,Uninsured,1150,1150,1250,1250,1200,1250,1350,1300,1350,1400,1450,1450,1350,1350,1400,1500,1350,1450,1550,1550,1600,1600,1700,1750,1550,1550,1500,1700,1700,1750,1750,1750,1700,1750,1850,1950,1800,1850,1950,2000,1850,1800,1950,1950,650,450,,
California,CA,Medical Condition (All),Medicaid,39250,39600,41050,40550,40350,39600,40650,40300,41450,40950,41150,40350,40050,39700,40500,39750,41650,41400,42350,42050,45450,45300,46250,44850,45500,46200,48750,47700,49700,49200,50800,49850,51250,51400,51750,50000,51350,50150,52000,49400,51600,50750,51250,49400,70150,71500,,
California,CA,Medical Condition (All),Medicare,174900,165850,161400,173200,178150,159850,157650,163850,178950,169100,160550,169650,178450,163350,156100,162700,174950,161650,152600,161450,187900,167500,158950,164500,174900,166550,158150,164900,182850,172150,165350,170150,185850,171950,162050,168800,184400,165050,158400,165400,187250,159850,155050,158500,169800,156700,,
California,CA,Medical Condition (All),Private,65450,65500,66850,65300,64350,63850,66000,64000,65650,65350,66100,64150,64600,64750,65850,65000,66150,65650,65800,64300,68300,67100,68050,66200,66200,66750,66200,63200,63200,62900,62900,60350,61850,60450,59750,58100,59650,57300,57050,56000,54200,53200,52550,51000,52850,52100,,
California,CA,Medical Condition (All),Uninsured,18850,18800,19500,20250,19500,19700,20450,20550,20350,20750,21250,21300,20150,20400,20700,21350,20900,21350,21750,21800,22750,22550,23050,23050,22100,22850,23600,24450,24200,25050,25800,25650,25300,25850,26550,26600,26550,26950,26800,26300,25850,25450,26350,26700,11500,7850,,
California,CA,Mental Health,Medicaid,9700,9950,11250,10400,10300,10600,10900,10450,10450,10750,10850,9850,9850,9900,10150,9500,9300,9400,9800,9050,10000,9900,10400,9650,10550,10800,11450,10550,10200,10650,11350,10800,10850,11750,12150,11250,11100,11400,11600,11250,11300,11900,11650,10750,15500,17700,,
California,CA,Mental Health,Medicare,4850,4850,5050,4950,4800,4650,4750,4600,4700,4750,4600,4400,4300,4250,4350,4200,4100,4200,4300,4300,4450,4450,4450,4350,4300,4350,4450,4450,4500,4550,4700,4450,4400,4450,4600,4400,4600,4500,4350,4350,4400,4400,4750,4400,4550,4700,,
California,CA,Mental Health,Private,8150,8550,8600,7950,8150,8400,8600,7900,8000,8250,8300,7900,7650,7950,8000,7550,8100,8450,8350,8000,8700,8850,8950,8550,7850,8250,8300,7600,8050,8300,8250,7800,6950,7400,7650,7100,7350,7450,7400,6900,7000,7350,7400,6600,6550,7000,,
California,CA,Mental Health,Uninsured,4400,4650,5200,5000,4900,5200,5800,5350,4900,5150,5200,4800,4750,4950,5050,4750,4800,5250,5550,5300,5400,5550,6050,5750,4800,5100,5400,5550,6200,6700,6700,6650,6450,6900,7450,6950,6800,7000,7500,7250,6850,7250,7600,7250,3150,2450,,
California,CA,Surgical,Medicaid,13650,14100,14550,13700,14450,14450,15050,14250,14000,14250,14450,13300,13750,13800,14100,13550,13550,13900,14150,13400,14350,14900,15350,14550,14600,15250,15950,15050,15850,16350,16700,16050,16300,16950,17150,16300,16500,16650,17150,16300,16450,17000,17200,16150,22700,25000,,
California,CA,Surgical,Medicare,62550,63650,62850,60550,64400,63400,62650,62050,65200,65100,63600,62050,63900,63500,62400,60900,63550,62650,60800,59950,63400,64750,62700,61950,63550,63400,62350,60950,64700,64550,63600,62900,64400,63200,61800,60600,63900,61350,60050,59350,60700,60700,60000,58850,59650,59150,,
California,CA,Surgical,Private,64500,67700,66550,66050,65600,67050,67200,67900,65500,67500,66200,67100,63850,66350,65750,66600,64600,65500,64650,66100,64400,67400,67400,69750,63050,65550,64500,65600,61550,63250,62700,64650,58550,60400,59800,61550,56150,56350,54300,56050,49050,51650,50350,52100,46350,48600,,
California,CA,Surgical,Uninsured,7300,7650,7850,7800,7750,8200,8400,8250,7950,8350,8500,8200,7750,8400,8400,8350,7950,8500,8600,8250,8050,8600,8750,8750,8300,8750,8950,8850,8850,9200,9850,9500,9100,9700,10250,10050,10000,10300,10150,10500,9600,10150,10400,10350,4050,3050,,
Colorado,CO,All Adult Hospitalizations,Medicaid,8250,8800,9250,8850,8900,8900,9000,8650,8750,8850,8700,8250,8400,9050,9050,8650,8950,8850,9550,9100,9150,9350,9750,9550,9550,9850,10350,10050,10500,10950,11700,11350,11200,11850,11900,11100,11450,11700,12600,12250,12050,12600,13500,12900,16700,18100,19250,
Colorado,CO,All Adult Hospitalizations,Medicare,24200,24050,23800,24900,24750,24150,24550,24200,26500,25600,24850,24350,26700,26100,25350,25450,27200,26500,26200,25750,28550,27450,26100,26300,27250,26450,26350,28000,29650,29700,28600,28850,30150,29900,28900,28350,30700,28600,28050,28550,29900,27950,27800,27800,28650,28800,28150,
Colorado,CO,All Adult Hospitalizations,Private,35050,36000,35150,33550,34200,33800,33500,33050,33900,33650,33400,32700,33050,33900,33500,33250,33600,33750,33900,33350,33250,33750,33150,32900,32150,32850,32250,31900,29400,30250,29250,30500,29100,29600,29200,29350,28600,28500,28650,28300,27000,27550,27800,27650,25950,26350,27100,
Colorado,CO,All Adult Hospitalizations,Uninsured,7600,7600,8050,8000,8050,8250,8800,8600,8600,8650,9650,9100,9250,9450,9650,9250,9450,9500,9750,9600,9500,9500,10100,9500,9050,9700,10500,9900,8750,8950,9000,8600,8900,8600,9200,8700,8450,8150,8250,7900,7100,6950,7300,7150,3550,2700,2650,
Colorado,CO,Injury,Medicaid,150,150,150,150,200,200,200,200,250,200,200,150,200,200,200,150,200,200,250,200,150,200,250,200,200,200,250,250,250,300,350,300,300,350,400,350,350,400,500,400,400,450,500,450,850,900,1000,
Colorado,CO,Injury,Medicare,1500,1600,1650,1750,1650,1650,1750,1800,1800,1800,1900,1850,1850,1900,1950,1900,2000,2000,1950,2100,1950,1950,2000,2000,2000,1900,2200,2300,2250,2300,2400,2300,2350,2350,2550,2400,2350,2350,2400,2350,2350,2300,2300,2300,2250,2250,2550,
Colorado,CO,Injury,Private,1950,1850,1950,1600,2000,1600,1800,1550,1850,1550,1750,1500,1800,1650,1750,1550,1900,1750,1800,1550,1950,1700,1850,1550,1850,1650,1950,1550,1700,1500,1850,1450,1750,1500,1750,1350,1750,1600,1750,1250,1600,1450,1550,1250,1500,1350,1650,
Colorado,CO,Injury,Uninsured,850,900,1000,850,950,1000,1100,1000,900,900,1200,1000,1000,1150,1250,1100,1100,1200,1300,1150,1050,1200,1300,1100,1050,1200,1300,1000,850,900,1000,900,850,950,1150,900,850,900,1000,800,750,750,850,750,350,300,300,
Colorado,CO,Maternal,Medicaid,5350,5800,6250,5800,5750,5900,6150,5750,5400,5550,5550,5250,5250,5800,5900,5550,5650,5650,5950,5650,5600,5650,5950,5600,5700,5800,6300,5900,6050,6300,6700,6250,5900,6400,6450,5900,5900,6150,6450,6300,6000,6200,6700,6300,6300,6500,6900,
Colorado,CO,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado,CO,Maternal,Private,9950,10650,10150,9150,9300,9700,9750,9200,9400,10000,10000,9250,9550,10400,10550,9750,9800,10300,10550,9750,9400,10200,10150,9150,8950,9850,9650,8550,8000,8900,8850,8300,7950,8900,9050,8400,8350,8850,9350,8350,8000,8800,9250,8350,8100,8750,9100,
Colorado,CO,Maternal,Uninsured,600,550,650,700,700,750,850,1000,1050,1050,1450,1400,1300,1300,1400,1400,1300,1350,1250,1350,1150,1150,1250,1050,1000,900,1000,800,450,450,550,500,400,400,400,350,250,300,300,300,200,200,200,250,200,150,150,
Colorado,CO,Medical Cond-Asthma,Medicaid,50,50,50,100,50,50,50,50,100,50,50,50,50,50,50,50,100,50,50,50,100,50,50,100,100,50,50,100,100,100,50,100,100,50,50,50,100,50,100,50,100,50,50,100,100,100,150,
Colorado,CO,Medical Cond-Asthma,Medicare,150,100,100,150,150,150,100,100,250,150,100,100,200,150,100,150,200,100,100,100,250,150,100,150,200,150,100,150,200,150,100,100,200,200,100,100,150,100,100,100,150,150,100,100,150,100,50,
Colorado,CO,Medical Cond-Asthma,Private,300,200,150,250,250,200,150,200,350,200,100,200,250,150,150,150,250,200,150,150,200,150,150,150,200,200,150,200,200,150,100,150,150,150,100,100,150,100,100,100,150,100,100,100,100,100,100,
Colorado,CO,Medical Cond-Asthma,Uninsured,100,100,100,150,100,100,100,100,150,100,100,100,100,100,100,100,150,100,100,100,150,100,100,150,150,150,150,150,100,150,100,150,150,100,100,100,150,100,100,150,100,100,100,100,50,50,50,
Colorado,CO,Medical Cond-CHF,Medicaid,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,100,50,100,100,100,100,100,100,100,100,150,150,150,
Colorado,CO,Medical Cond-CHF,Medicare,1250,1150,950,1100,1250,1150,1150,1150,1200,1150,1000,1100,1250,1200,1000,1150,1300,1100,950,1100,1250,1150,1000,1150,1200,1050,1000,1250,1250,1150,1000,1100,1200,1100,900,1100,1250,1000,900,1100,1150,1000,900,1050,1100,1100,950,
Colorado,CO,Medical Cond-CHF,Private,200,150,150,150,150,200,100,150,150,150,150,150,200,150,150,200,200,150,150,150,150,150,150,150,150,200,150,150,150,150,100,150,150,150,150,150,150,100,100,150,150,100,100,100,150,150,100,
Colorado,CO,Medical Cond-CHF,Uninsured,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,
Colorado,CO,Medical Cond-Diabetes,Medicaid,50,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,50,100,100,100,100,100,100,150,150,150,150,150,150,150,200,150,150,200,200,200,200,200,200,200,250,300,250,400,450,450,
Colorado,CO,Medical Cond-Diabetes,Medicare,250,250,200,250,250,200,250,250,200,200,200,200,250,250,200,250,250,250,250,200,250,300,200,250,250,250,250,300,300,300,250,300,250,250,250,250,250,250,250,250,300,250,250,250,250,250,300,
Colorado,CO,Medical Cond-Diabetes,Private,300,250,300,250,300,300,250,300,300,300,300,300,300,300,300,250,300,250,300,300,300,300,250,300,300,300,300,300,250,250,250,250,300,300,300,300,250,300,300,300,250,300,250,300,250,250,300,
Colorado,CO,Medical Cond-Diabetes,Uninsured,200,150,200,200,200,200,200,200,200,200,250,200,250,250,200,250,250,250,250,250,250,250,250,250,250,250,300,300,300,250,300,300,350,300,350,350,300,300,300,300,250,250,250,250,150,50,50,
Colorado,CO,Medical Condition (All),Medicaid,1650,1700,1650,1750,1700,1600,1550,1650,1900,1800,1750,1650,1750,1850,1850,1800,1950,1900,2100,2100,2200,2250,2350,2450,2450,2500,2450,2650,2750,2850,2950,3050,3250,3250,3200,3100,3350,3300,3600,3550,3700,3800,4100,4000,5900,6550,7000,
Colorado,CO,Medical Condition (All),Medicare,15500,15100,14800,15800,15550,14800,14850,14650,17000,15600,14650,14700,16800,15850,15150,15800,17000,16200,15900,15750,18400,17200,15750,16250,17050,16250,15950,16950,18450,18500,17300,17750,18950,18750,17450,17400,19450,17550,16800,17150,18600,16650,16550,16350,17450,17500,16400,
Colorado,CO,Medical Condition (All),Private,10050,9850,10150,9700,9750,9400,9300,9200,10100,9250,9400,9000,9700,9400,9350,9350,10050,9600,9850,9150,10200,9850,9650,9650,9950,9550,9600,9700,8900,8750,8300,8850,9000,8600,8500,8400,8550,8100,7850,7800,7900,7600,7600,7650,7350,7000,7350,
Colorado,CO,Medical Condition (All),Uninsured,3150,3100,3350,3400,3300,3300,3500,3450,3600,3500,3650,3500,3950,3900,3850,3800,4050,3950,4150,4150,4300,4250,4350,4300,4150,4400,4950,4900,4300,4400,4200,4300,4600,4300,4500,4450,4350,4100,4150,4050,3700,3500,3650,3700,1900,1300,1250,
Colorado,CO,Mental Health,Medicaid,400,400,400,400,400,400,400,350,400,450,350,350,350,350,350,300,350,350,300,350,350,350,350,350,300,350,350,300,350,350,400,450,400,450,450,450,450,500,550,500,450,550,600,600,1100,1250,1400,
Colorado,CO,Mental Health,Medicare,500,500,550,500,550,550,550,500,500,550,600,450,500,500,550,500,550,550,550,500,550,550,550,550,500,550,550,500,500,550,600,550,500,500,550,500,550,500,500,500,450,550,500,500,450,450,500,
Colorado,CO,Mental Health,Private,1900,1850,1950,1850,2000,1950,1950,1900,1900,1900,1900,1700,1500,1600,1550,1450,1550,1450,1550,1500,1450,1500,1550,1550,1400,1550,1350,1400,1400,1550,1500,1650,1450,1500,1450,1500,1450,1450,1500,1400,1300,1400,1350,1400,1400,1450,1550,
Colorado,CO,Mental Health,Uninsured,1650,1700,1700,1650,1700,1800,1900,1700,1700,1750,1800,1650,1500,1500,1550,1500,1500,1500,1450,1450,1350,1400,1500,1550,1450,1550,1550,1500,1550,1600,1650,1400,1450,1350,1450,1300,1400,1300,1250,1300,1150,1150,1200,1050,450,350,350,
Colorado,CO,Surgical,Medicaid,700,800,750,800,850,850,750,750,800,850,800,800,850,850,800,750,850,800,900,800,800,900,900,900,850,1000,950,950,1100,1150,1250,1250,1350,1400,1350,1250,1400,1350,1500,1500,1500,1550,1650,1550,2550,2850,2900,
Colorado,CO,Surgical,Medicare,6700,6850,6800,6850,7000,7100,7400,7200,7250,7650,7650,7350,7600,7850,7700,7200,7650,7750,7800,7400,7600,7750,7800,7450,7700,7750,7650,8300,8450,8350,8350,8250,8350,8300,8350,8050,8400,8250,8300,8550,8500,8450,8400,8600,8550,8550,8700,
Colorado,CO,Surgical,Private,11200,11800,10950,11350,11150,11200,10700,11250,10650,10950,10350,11200,10450,10850,10350,11150,10300,10650,10150,11400,10250,10500,9950,11000,10000,10200,9650,10750,9400,9550,8800,10250,8950,9100,8500,9700,8500,8500,8250,9500,8150,8300,8050,9050,7550,7800,7450,
Colorado,CO,Surgical,Uninsured,1300,1350,1400,1400,1400,1400,1550,1450,1350,1400,1550,1500,1500,1550,1550,1500,1500,1450,1600,1500,1600,1500,1650,1550,1400,1600,1700,1700,1550,1600,1600,1550,1600,1650,1750,1700,1600,1600,1600,1500,1300,1350,1450,1500,600,600,550,
Florida,FL,All Adult Hospitalizations,Medicaid,50700,51050,54650,54350,54050,55350,57450,57350,59150,59650,63850,60800,58950,57750,61750,59900,58700,58400,62050,60550,61650,61100,65850,65050,67750,68650,73800,73150,73150,74350,76900,76800,75900,75550,82000,78100,78300,78650,83200,81550,79150,80850,84050,82300,80700,81150,,
Florida,FL,All Adult Hospitalizations,Medicare,231050,207100,192500,210000,239600,208100,192900,208050,249400,220050,202300,213300,245600,212850,194950,208550,238650,212350,194550,210000,246000,218850,200200,217950,249950,220500,201800,214950,253250,225600,208800,226500,257000,227000,212350,227750,259450,229750,216700,232800,259900,232500,214750,226500,253550,236550,,
Florida,FL,All Adult Hospitalizations,Private,127300,127800,126250,125350,127750,127150,126150,127750,131650,132800,133500,129250,128500,129700,130600,129950,131400,130450,130000,128650,132650,129800,128800,125650,124150,122450,123200,119200,115500,113800,112300,112100,108750,107250,108650,104400,103450,104850,105350,105300,101150,102300,102600,102500,100850,108950,,
Florida,FL,All Adult Hospitalizations,Uninsured,31050,32750,36100,35350,33700,35150,36950,36800,37550,40000,43650,41850,40600,42400,44200,43600,42250,42400,44400,42800,43350,43500,44750,43100,42950,44900,47000,44050,41500,44600,47050,44400,44200,46200,47100,45200,45700,46800,47850,45300,45150,48450,50100,48200,46000,43650,,
Florida,FL,Injury,Medicaid,1150,1250,1300,1300,1200,1300,1400,1250,1200,1350,1450,1300,1200,1350,1400,1300,1300,1450,1350,1400,1350,1450,1600,1500,1550,1750,1900,1900,1750,2000,2000,1900,1800,2000,2150,2000,1950,2100,2150,2000,1900,2150,2200,2000,2050,2250,,
Florida,FL,Injury,Medicare,11600,10600,10050,11350,12050,10750,10700,11800,12600,11450,10950,12800,13400,11550,10850,12300,13300,12200,11200,12750,14050,12400,11850,13250,14750,12800,11850,13100,14850,13050,12250,14100,14950,13550,12800,14150,15350,13600,12900,14350,15400,13800,13300,14400,16250,14850,,
Florida,FL,Injury,Private,4900,4900,4900,4950,5100,5350,5550,5700,5750,5750,5700,5950,5650,5750,5550,5700,5950,5850,5700,5800,5750,5850,5700,5700,5550,5650,5400,5200,4900,5050,4750,4900,4850,5000,4900,4900,5050,5050,4850,4900,4850,5000,4800,4750,4700,5100,,
Florida,FL,Injury,Uninsured,2950,3200,3350,3250,3250,3400,3700,3700,3700,4000,4350,4150,3800,4150,4300,4150,3800,4250,4250,4100,4000,4100,4250,4100,3700,4150,4150,3750,3350,3900,4000,3650,3550,4100,4000,3800,3700,3950,4000,3750,3550,3900,4050,3800,3600,3800,,
Florida,FL,Maternal,Medicaid,21250,20750,23350,23900,22800,22900,24950,25600,25500,25250,28250,27950,26300,24950,28700,28350,26550,25850,28650,28250,27600,25900,28700,28200,28650,27050,29600,29750,28100,27200,29150,30600,27900,26600,30650,29550,28250,27150,30200,30350,28400,27750,30750,31100,29100,27950,,
Florida,FL,Maternal,Medicare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,FL,Maternal,Private,25750,26100,26400,25650,25400,25550,26700,26000,25500,26100,27900,26900,25500,25850,27850,27350,25650,26100,27550,26050,26350,25550,26800,25200,23850,23150,24200,22750,21650,21300,22350,22650,20900,20850,22500,20800,19550,21000,22650,22000,20750,20800,22500,22250,21200,22200,,
Florida,FL,Maternal,Uninsured,3350,3350,4000,3950,3050,3100,3550,3700,3350,3450,4450,4600,3900,4050,4750,5100,4500,4050,4500,4450,4100,3850,3850,3400,3100,2650,3000,2650,2100,2250,2700,2600,2150,2400,2350,2750,2450,2300,2500,2350,2300,2300,2550,2550,2250,1900,,
Florida,FL,Medical Cond-Asthma,Medicaid,750,600,550,700,700,600,550,650,800,650,600,650,800,550,550,700,750,600,600,700,900,650,600,850,1050,750,850,1000,1150,900,800,1050,1200,900,750,1000,1100,900,900,1100,1150,950,800,950,1100,850,,
